text,label
two peeled plastic bottle after festival mixed with thermometer (mercury),recyclable
one paper cup in market,recyclable
a lot of solvent jar from shop,hazardous
a lot of old combined trash bag from office,mixed
one paper packet from office,recyclable
two glass cup in market,glass
two cooked food scrap from office,biodegradable
tear-stained cardboard box in market,recyclable
a lot of hard disk from shop,ewaste
two broken charger found on street,ewaste
a pack of used sanitary pad from shop,sanitary
a lot of old laptop from kitchen,ewaste
several flower waste from shop,biodegradable
two rotten solvent jar from shop,hazardous
a pack of broken old mobile phone in school,ewaste
acid bottle found on street,hazardous
soiled mobile battery from office,ewaste
several old cardboard box after festival,recyclable
two rusty cotton swabs found on street,sanitary
a pack of crumpled paper packet after festival,recyclable
a pack of wipes from office,sanitary
one cooking oil tin in market,metal
one empty paper cup found on street,recyclable
combined trash bag from kitchen,mixed
one magazine from office,recyclable
a pack of dry cardboard box from shop,recyclable
a lot of vegetable peels from office,biodegradable
two empty banana peel from kitchen,biodegradable
envelope from shop,recyclable
several remote control in market mixed with paper bag,ewaste
several tear-stained plastic bottle found on street,recyclable
one wine bottle from shop,glass
plastic bottle from office,recyclable
a lot of peeled old laptop from office,ewaste
two soda can after festival,metal
a lot of old solvent jar from shop,hazardous
sanitary pad from kitchen,sanitary
several peeled glass bottle from kitchen,glass
a pack of soiled glass cup in school,glass
a lot of crumpled used battery found on street,hazardous
used food packet from office,biodegradable
a pack of leftover dal found on street,biodegradable
several thermometer (mercury) from kitchen,hazardous
old mobile phone after festival,ewaste
one rusty mobile battery from shop,ewaste
two newspaper from office,recyclable
a pack of used diaper from kitchen,sanitary
several old plastic container in school,recyclable
one broken plastic bottle found on street,recyclable
a lot of magazine in market,recyclable
empty newspaper from office,recyclable
several rotten newspaper in market,recyclable
several torn saree from kitchen mixed with plastic,textile
a lot of used pesticide bottle after festival,hazardous
several tear-stained leftover dal in school,biodegradable
a lot of cardboard box found on street,recyclable
several peeled banana peel found on street,biodegradable
several broken envelope in market,recyclable
soiled cans in market,metal
printer cartridge in market,ewaste
a pack of soiled coffee grounds after festival,compostable
several broken household mixed waste after festival,mixed
a pack of broken glass from kitchen,glass
a lot of soiled printer cartridge from shop,ewaste
two tear-stained sanitary pad found on street,sanitary
one tear-stained remote control in market,ewaste
one soda can from kitchen,metal
one expired medicine from shop,hazardous
a lot of plastic bottle found on street,recyclable
a pack of torn saree from shop,textile
several paper cup from office mixed with earphones,recyclable
two printer cartridge in school mixed with used bedsheet,ewaste
two rotten old clothes in school,textile
several broken tampon in market,sanitary
one aluminium foil from shop,metal
two grass clippings in market,compostable
a pack of rotten miscellaneous waste found on street,mixed
a pack of broken aluminium foil from kitchen,metal
a lot of used tin box found on street,metal
a pack of broken worn T-shirt found on street,textile
wet plastic bottle from shop,recyclable
a pack of old paper cup found on street,recyclable
a pack of paper cup found on street,recyclable
several dry glass bottle from shop,glass
several household mixed waste after festival,mixed
a pack of paper packet from office,recyclable
peeled aluminium foil in market,metal
paper cup found on street,recyclable
one plastic bottle from shop,recyclable
crumpled plastic container from office,recyclable
a lot of crumpled paper cup in school,recyclable
a lot of wet wine bottle in school,glass
several dry leftover rice in market,biodegradable
old old clothes from shop,textile
broken paper bag in school,recyclable
a pack of crumpled tin box from kitchen,metal
rotten soda can from shop,metal
two rusty cardboard box from shop,recyclable
compostable bag from office mixed with cloth pieces,compostable
one tear-stained used diaper in school,sanitary
glass cup from kitchen,glass
peeled cans in school,metal
broken pickle jar in market,glass
one glass bottle from office,glass
rusty remote control in market,ewaste
one leftover dal in school,biodegradable
a lot of peeled carton in market,recyclable
magazine from kitchen,recyclable
one wet mobile battery in market,ewaste
a pack of coconut husk found on street,biodegradable
one tear-stained cardboard box from shop,recyclable
one hard disk found on street,ewaste
used diaper from kitchen,sanitary
several magazine in school,recyclable
soiled combined trash bag found on street,mixed
a lot of metal scrap in school,metal
one pesticide bottle from shop,hazardous
broken used diaper from kitchen,sanitary
a pack of rotten mango found on street,biodegradable
soiled used diaper after festival,sanitary
several vegetable peels from shop,biodegradable
a pack of pickle jar from office,glass
a pack of peeled carton after festival,recyclable
a pack of miscellaneous waste in school,mixed
peeled pickle jar from shop,glass
flower waste from kitchen,biodegradable
several rotten acid bottle after festival,hazardous
a pack of empty hard disk found on street,ewaste
several envelope after festival,recyclable
one rusty envelope from shop,recyclable
several tea leaves from kitchen mixed with combined trash bag,biodegradable
carton in school,recyclable
old laptop from kitchen,ewaste
one empty worn T-shirt found on street,textile
several peeled leftover dal after festival,biodegradable
shoe sole in market,textile
two soiled hard disk in market mixed with plastic,ewaste
banana peel from shop,biodegradable
wet rotten mango in market,biodegradable
two used used food packet from kitchen,biodegradable
several earphones in market mixed with paper,ewaste
a pack of newspaper from office,recyclable
one newspaper from shop,recyclable
old laptop after festival,ewaste
two plastic container from office,recyclable
two soda can in school,metal
a pack of rotten miscellaneous waste from shop,mixed
two paper bag after festival,recyclable
a lot of chemicals bottle from shop,hazardous
a pack of used envelope from kitchen,recyclable
a lot of crumpled thermometer (mercury) in school,hazardous
two wet household mixed waste from kitchen,mixed
several newspaper from office,recyclable
two broken printer cartridge found on street,ewaste
two wet aluminium foil after festival,metal
a lot of remote control after festival,ewaste
one wipes from shop,sanitary
two metal scrap in market,metal
